"","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"10060","B06CD","2",4.5,"4","german","2",0,"timeline","4","deictic","3","beforeyesterday",14,-6,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,0,0,0,1,1,NA,NA
"10061","B06CD","2",4.5,"4","german","2",0,"timeline","4","deictic","4","aftertomorrow",14,-4.5,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,0,0,1,0,0,NA,NA
"10062","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"10063","B06CD","2",4.5,"4","german","3",0,"calendar","1","deictic","1","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10064","B06CD","2",4.5,"4","german","3",0,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"10065","B06CD","2",4.5,"4","german","3",0,"calendar","3","deictic","3","aftertomorrow",NA,NA,NA,2,NA,2,6,NA,0,NA,NA,6,0,4,4,0,0,1,0,0,2,"1"
"10066","B06CD","2",4.5,"4","german","3",0,"calendar","4","deictic","4","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"10067","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"10068","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10069","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","4","today",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10070","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,7,NA,7,1,NA,0,NA,NA,1,0,-6,6,1,1,0,0,0,NA,NA
"10071","B06CD","2",4.5,"4","german","3",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"10072","B05AT","1",5.4,"5","german","1",1,"timeline","1","event","1","breakfast",14,-3.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10073","B05AT","1",5.4,"5","german","1",1,"timeline","1","event","2","nextbday",14,0.7,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"10074","B05AT","1",5.4,"5","german","1",1,"timeline","1","event","3","dinner",14,4.6,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"10075","B05AT","1",5.4,"5","german","1",1,"timeline","1","event","4","lastbday",14,-2.3,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10076","B05AT","1",5.4,"5","german","1",1,"timeline","2","deictic","1","lastweek",14,-5.7,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10077","B05AT","1",5.4,"5","german","1",1,"timeline","2","deictic","2","tomorrow",14,-0.9,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,0,0,1,0,0,NA,NA
"10078","B05AT","1",5.4,"5","german","1",1,"timeline","2","deictic","3","tonight",14,-2.5,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"10079","B05AT","1",5.4,"5","german","1",1,"timeline","2","deictic","4","thismorning",14,-6.5,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10080","B05AT","1",5.4,"5","german","1",1,"timeline","3","deictic","1","nextweek",14,1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"10081","B05AT","1",5.4,"5","german","1",1,"timeline","3","deictic","2","nextyear",14,6.5,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10082","B05AT","1",5.4,"5","german","1",1,"timeline","3","deictic","3","yesterday",14,-6.7,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10083","B05AT","1",5.4,"5","german","1",1,"timeline","3","deictic","4","lastyear",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10084","B05AT","1",5.4,"5","german","1",1,"timeline","4","deictic","1","yesterday",14,-6.2,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10085","B05AT","1",5.4,"5","german","1",1,"timeline","4","deictic","2","tomorrow",14,-2.7,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"10086","B05AT","1",5.4,"5","german","1",1,"timeline","4","deictic","3","aftertomorrow",14,-1.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,0,0,1,0,0,NA,NA
"10087","B05AT","1",5.4,"5","german","1",1,"timeline","4","deictic","4","beforeyesterday",14,-5.3,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10088","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"10089","B05AT","1",5.4,"5","german","2",1,"calendar","1","deictic","1","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"10090","B05AT","1",5.4,"5","german","2",1,"calendar","2","deictic","2","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10091","B05AT","1",5.4,"5","german","2",1,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"10092","B05AT","1",5.4,"5","german","2",1,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"10093","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"10094","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10095","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"10096","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,2,NA,2,7,NA,0,NA,NA,7,0,5,5,0,0,0,1,1,NA,NA
"10097","B05AT","1",5.4,"5","german","2",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"10098","B04AT","3",4.7,"4","german","2",1,"timeline","1","event","1","lastbday",14,-1.8,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,0,0,0,1,1,NA,NA
"10099","B04AT","3",4.7,"4","german","2",1,"timeline","1","event","2","dinner",14,-3,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"10100","B04AT","3",4.7,"4","german","2",1,"timeline","1","event","3","nextbday",14,-3.1,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,0,0,1,0,0,NA,NA
"10101","B04AT","3",4.7,"4","german","2",1,"timeline","1","event","4","breakfast",14,-1.9,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,0,0,0,1,1,NA,NA
"10102","B04AT","3",4.7,"4","german","2",1,"timeline","2","deictic","1","thismorning",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10103","B04AT","3",4.7,"4","german","2",1,"timeline","2","deictic","2","tonight",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"10104","B04AT","3",4.7,"4","german","2",1,"timeline","2","deictic","3","tomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"10105","B04AT","3",4.7,"4","german","2",1,"timeline","2","deictic","4","lastweek",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"10106","B04AT","3",4.7,"4","german","2",1,"timeline","3","deictic","1","lastyear",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"10107","B04AT","3",4.7,"4","german","2",1,"timeline","3","deictic","2","yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10108","B04AT","3",4.7,"4","german","2",1,"timeline","3","deictic","3","nextyear",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"10109","B04AT","3",4.7,"4","german","2",1,"timeline","3","deictic","4","nextweek",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"10110","B04AT","3",4.7,"4","german","2",1,"timeline","4","deictic","1","tomorrow",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"10111","B04AT","3",4.7,"4","german","2",1,"timeline","4","deictic","2","yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10112","B04AT","3",4.7,"4","german","2",1,"timeline","4","deictic","3","beforeyesterday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"10113","B04AT","3",4.7,"4","german","2",1,"timeline","4","deictic","4","aftertomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"10114","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"10115","B04AT","3",4.7,"4","german","3",1,"calendar","1","deictic","1","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10116","B04AT","3",4.7,"4","german","3",1,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,5,NA,5,2,NA,0,NA,NA,2,0,-3,3,1,1,0,0,0,1,"0"
"10117","B04AT","3",4.7,"4","german","3",1,"calendar","3","deictic","3","aftertomorrow",NA,NA,NA,7,NA,7,6,NA,0,NA,NA,6,0,-1,1,1,1,1,1,1,3,"0"
"10118","B04AT","3",4.7,"4","german","3",1,"calendar","4","deictic","4","yesterday",NA,NA,NA,5,NA,5,3,NA,0,NA,NA,3,0,-2,2,1,1,0,0,0,1,"1"
"10119","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"10120","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10121","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,3,NA,NA,NA,0,0,0,1,1,NA,NA
"10122","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10123","B04AT","3",4.7,"4","german","3",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"10124","B02JE","1",6.3,"6","german","2",0,"timeline","1","event","1","lastbday",14,-3.6,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10125","B02JE","1",6.3,"6","german","2",0,"timeline","1","event","2","dinner",14,-0.2,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"10126","B02JE","1",6.3,"6","german","2",0,"timeline","1","event","3","nextbday",14,-4.9,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,0,0,1,0,0,NA,NA
"10127","B02JE","1",6.3,"6","german","2",0,"timeline","1","event","4","breakfast",14,-8.4,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10128","B02JE","1",6.3,"6","german","2",0,"timeline","2","deictic","1","thismorning",14,-6.6,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10129","B02JE","1",6.3,"6","german","2",0,"timeline","2","deictic","2","tonight",14,-0.2,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"10130","B02JE","1",6.3,"6","german","2",0,"timeline","2","deictic","3","tomorrow",14,-5.8,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,0,0,1,0,0,NA,NA
"10131","B02JE","1",6.3,"6","german","2",0,"timeline","2","deictic","4","lastweek",14,-6.3,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10132","B02JE","1",6.3,"6","german","2",0,"timeline","3","deictic","1","lastyear",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10133","B02JE","1",6.3,"6","german","2",0,"timeline","3","deictic","2","yesterday",14,-6.7,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10134","B02JE","1",6.3,"6","german","2",0,"timeline","3","deictic","3","nextyear",14,-0.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,0,0,1,0,0,NA,NA
"10135","B02JE","1",6.3,"6","german","2",0,"timeline","3","deictic","4","nextweek",14,-6.4,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"10136","B02JE","1",6.3,"6","german","2",0,"timeline","4","deictic","1","tomorrow",14,-6.6,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"10137","B02JE","1",6.3,"6","german","2",0,"timeline","4","deictic","2","yesterday",14,-6.8,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10138","B02JE","1",6.3,"6","german","2",0,"timeline","4","deictic","3","beforeyesterday",14,-0.2,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,0,0,0,1,1,NA,NA
"10139","B02JE","1",6.3,"6","german","2",0,"timeline","4","deictic","4","aftertomorrow",14,-6.2,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,0,0,1,0,0,NA,NA
"10140","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"10141","B02JE","1",6.3,"6","german","2",0,"calendar","1","deictic","1","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"10142","B02JE","1",6.3,"6","german","2",0,"calendar","2","deictic","2","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10143","B02JE","1",6.3,"6","german","2",0,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"10144","B02JE","1",6.3,"6","german","2",0,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,2,NA,2,6,NA,0,NA,NA,6,0,4,4,0,0,1,0,0,2,"1"
"10145","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"10146","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10147","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","4","today",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10148","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,6,NA,6,7,NA,0,NA,NA,7,0,1,1,1,1,0,0,0,NA,NA
"10149","B02JE","1",6.3,"6","german","2",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"10150","C03NZ","3",4.2,"4","german","2",1,"timeline","1","event","1","lastbday",14,-0.2,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10151","C03NZ","3",4.2,"4","german","2",1,"timeline","1","event","2","dinner",14,-2.5,NA,1,NA,1,3,NA,0,NA,NA,3,0,2,2,0,0,1,0,0,NA,NA
"10152","C03NZ","3",4.2,"4","german","2",1,"timeline","1","event","3","nextbday",14,4.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10153","C03NZ","3",4.2,"4","german","2",1,"timeline","1","event","4","breakfast",14,1.7,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"10154","C03NZ","3",4.2,"4","german","2",1,"timeline","2","deictic","1","thismorning",14,0.1,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,1,1,0,0,0,NA,NA
"10155","C03NZ","3",4.2,"4","german","2",1,"timeline","2","deictic","2","tonight",14,2.9,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"10156","C03NZ","3",4.2,"4","german","2",1,"timeline","2","deictic","3","tomorrow",14,1.4,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,1,1,1,1,1,NA,NA
"10157","C03NZ","3",4.2,"4","german","2",1,"timeline","2","deictic","4","lastweek",14,3.7,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,1,1,0,0,0,NA,NA
"10158","C03NZ","3",4.2,"4","german","2",1,"timeline","3","deictic","1","lastyear",14,-0.1,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10159","C03NZ","3",4.2,"4","german","2",1,"timeline","3","deictic","2","yesterday",14,2.4,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"10160","C03NZ","3",4.2,"4","german","2",1,"timeline","3","deictic","3","nextyear",14,4.2,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10161","C03NZ","3",4.2,"4","german","2",1,"timeline","3","deictic","4","nextweek",14,1,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,1,1,1,1,1,NA,NA
"10162","C03NZ","3",4.2,"4","german","2",1,"timeline","4","deictic","1","tomorrow",14,0,NA,1,NA,1,3,NA,0,NA,NA,3,0,2,2,0,0,1,0,0,NA,NA
"10163","C03NZ","3",4.2,"4","german","2",1,"timeline","4","deictic","2","yesterday",14,2.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,1,1,0,0,0,NA,NA
"10164","C03NZ","3",4.2,"4","german","2",1,"timeline","4","deictic","3","beforeyesterday",14,3.6,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,1,1,0,0,0,NA,NA
"10165","C03NZ","3",4.2,"4","german","2",1,"timeline","4","deictic","4","aftertomorrow",14,4.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10166","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"10167","C03NZ","3",4.2,"4","german","2",1,"calendar","1","deictic","1","yesterday",NA,NA,NA,5,3,3,3,1,0,NA,NA,3,1,0,0,0,1,0,1,0,1,"1"
"10168","C03NZ","3",4.2,"4","german","2",1,"calendar","2","deictic","2","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10169","C03NZ","3",4.2,"4","german","2",1,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,5,3,3,2,1,0,NA,NA,2,0,-1,1,0,1,0,1,0,1,"0"
"10170","C03NZ","3",4.2,"4","german","2",1,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,5,6,6,6,1,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"10171","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"10172","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10173","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,3,NA,NA,NA,0,0,0,1,1,NA,NA
"10174","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"10175","C03NZ","3",4.2,"4","german","2",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"10176","C15NZ","3",5.6,"5","german","1",1,"timeline","1","event","1","breakfast",14,-7,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10177","C15NZ","3",5.6,"5","german","1",1,"timeline","1","event","2","nextbday",14,0.1,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"10178","C15NZ","3",5.6,"5","german","1",1,"timeline","1","event","3","dinner",14,7,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"10179","C15NZ","3",5.6,"5","german","1",1,"timeline","1","event","4","lastbday",14,-3.3,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10180","C15NZ","3",5.6,"5","german","1",1,"timeline","2","deictic","1","lastweek",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"10181","C15NZ","3",5.6,"5","german","1",1,"timeline","2","deictic","2","tomorrow",14,7,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10182","C15NZ","3",5.6,"5","german","1",1,"timeline","2","deictic","3","tonight",14,-0.1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"10183","C15NZ","3",5.6,"5","german","1",1,"timeline","2","deictic","4","thismorning",14,-3.8,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10184","C15NZ","3",5.6,"5","german","1",1,"timeline","3","deictic","1","nextweek",14,-7,NA,1,NA,1,3,NA,0,NA,NA,3,0,2,2,0,0,1,0,0,NA,NA
"10185","C15NZ","3",5.6,"5","german","1",1,"timeline","3","deictic","2","nextyear",14,7.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"10186","C15NZ","3",5.6,"5","german","1",1,"timeline","3","deictic","3","yesterday",14,0.1,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"10187","C15NZ","3",5.6,"5","german","1",1,"timeline","3","deictic","4","lastyear",14,-3.4,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10188","C15NZ","3",5.6,"5","german","1",1,"timeline","4","deictic","1","yesterday",14,-7,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"10189","C15NZ","3",5.6,"5","german","1",1,"timeline","4","deictic","2","tomorrow",14,7,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"10190","C15NZ","3",5.6,"5","german","1",1,"timeline","4","deictic","3","aftertomorrow",14,-0.1,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,0,0,1,0,0,NA,NA
"10191","C15NZ","3",5.6,"5","german","1",1,"timeline","4","deictic","4","beforeyesterday",14,-3.8,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"10192","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"10193","C15NZ","3",5.6,"5","german","1",1,"calendar","1","deictic","1","yesterday",NA,NA,NA,2,2,2,3,1,0,NA,NA,3,0,1,1,0,0,0,1,1,2,"0"
"10194","C15NZ","3",5.6,"5","german","1",1,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,5,3,3,2,1,0,NA,NA,2,0,-1,1,0,1,0,1,0,1,"0"
"10195","C15NZ","3",5.6,"5","german","1",1,"calendar","3","deictic","3","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"10196","C15NZ","3",5.6,"5","german","1",1,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"10197","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"10198","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"10199","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","4","today",NA,NA,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,0,1,1,NA,NA
"10200","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,4,NA,4,2,NA,0,NA,NA,2,0,-2,2,0,0,0,1,1,NA,NA
"10201","C15NZ","3",5.6,"5","german","1",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
