subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,site,order,timelinefirst,task,linenum,itemtype,itemnum,item,covered,linelength,distfrommid_c1,distfrommid_c2,response1,response2,response,correctr,prompts,comments,exclude,experimenter
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,2,deictic,4,thismorning,999,14,0.3,,,,3,2,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,3,deictic,1,nextweek,999,14,6.8,,,,3,3,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,3,deictic,2,nextyear,999,14,-6.8,,,,1,4,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,3,deictic,3,yesterday,999,14,0,,,,2,2,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,3,deictic,4,last year,999,14,7,,,,4,1,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,4,deictic,1,yesterday,999,14,-5.8,,,,2,2,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,4,deictic,2,tomorrow,999,14,5.7,,,,4,3,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,4,deictic,3,twofromnow,999,14,0.1,,,,3,4,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,1,1,timeline,4,deictic,4,twoago,999,14,-6.7,,,,1,1,,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,1,daysofweek,999,,,,,,7,7,,no video data,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,1,deictic,1,beforeyesterday,999,,,,3,3,3,2,1,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,2,deictic,2,aftertomorrow,999,,,,5,7,7,6,1,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,3,deictic,3,yesterday,999,,,,7,1,1,3,1,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,4,deictic,4,tomorrow,999,,,,1,5,5,5,1,no video data; missing consent form,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,2,aftertoday,999,,,,,,1,1,,no video data,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,3,beforetoday,999,,,,,,2,2,,no video data,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,4,today,999,,,,,,4,4,,no video data,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,5,yesterday,999,,,,,,3,3,,no video data,1,tm
50,utls62,,5/9/19,5,,,,english,,utls ,4,,calendar,,verbal,6,tomorrow,999,,,,,,5,5,,no video data,1,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,1,event,1,breakfast,,14,-5.9,,,,1,2,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,1,event,2,nextbday,,14,-2,,,,3,4,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,1,event,3,dinner,,14,6,,,,4,3,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,1,event,4,lastbday,,14,-5.1,,,,2,1,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,2,deictic,1,lastweek,999,14,-2.9,,,,1,1,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,2,deictic,2,tomorrow,999,14,5.5,,,,2,4,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,2,deictic,3,tonight,999,14,6.3,,,,3,3,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,2,deictic,4,thismorning,999,14,7,,,,4,2,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,3,deictic,1,nextweek,999,14,6,,,,4,3,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,3,deictic,2,nextyear,999,14,2.8,,,,2,4,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,3,deictic,3,yesterday,999,14,4.6,,,,3,2,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,3,deictic,4,last year,999,14,-3.3,,,,1,1,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,4,deictic,1,yesterday,999,14,-3.9,,,,1,2,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,4,deictic,2,tomorrow,999,14,-1.8,,,,2,3,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,4,deictic,3,twofromnow,999,14,-0.8,,,,3,4,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,1,1,timeline,4,deictic,4,twoago,999,14,1.3,,,,4,1,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,1,daysofweek,,,,,,7,0,7,1,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,1,deictic,1,tomorrow,999,,,,5,,5,5,0,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,2,deictic,2,beforeyesterday,999,,,,3,2,2,2,1,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,3,deictic,3,aftertomorrow,999,,,,3,5,5,6,1,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,4,deictic,4,yesterday,999,,,,3,,3,3,0,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,4,today,,,,,,,7,4,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,5,yesterday,,,,,,,1,3,,,,tm
51,utls58,8/28/14,5/9/19,5,1715,4.698630137,4,english ,1,utls ,3,,calendar,,verbal,6,tomorrow,,,,,,,6,5,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,1,event,1,lastbday,999,14,-4,-4.1,,,2,1,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,1,event,2,dinner,999,14,3,2,,,4,3,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,1,event,3,nextbday,999,14,-1.4,-1.3,,,3,4,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,1,event,4,breakfast,999,14,-4.5,-3.9,,,1,2,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,2,deictic,1,thismorning,999,14,-4.7,-4.8,,,1,2,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,2,deictic,2,tonight,999,14,5.3,3.9,,,3,3,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,2,deictic,3,tomorrow,999,14,7,6.8,,,4,4,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,2,deictic,4,lastweek,999,14,-2.6,-2.6,,,2,1,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,3,deictic,1,last year,999,14,-5,-3.6,,,1,1,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,3,deictic,2,yesterday,999,14,3.5,1.7,,,4,2,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,3,deictic,3,nextyear,999,14,-1.5,-0.5,,,2,4,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,3,deictic,4,nextweek,999,14,0.9,0.8,,,3,3,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,4,deictic,1,tomorrow,999,14,6.2,5.9,,,4,3,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,4,deictic,2,yesterday,999,14,-6.4,-6.3,,,1,2,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,4,deictic,3,twoago,999,14,0.3,0,,,2,1,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,2,1,timeline,4,deictic,4,twofromnow,999,14,3.2,3.1,,,3,4,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,1,daysofweek,999,,,,,,7,7,1,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,1,deictic,1,yesterday,999,,,,3,,3,3,0,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,2,deictic,2,beforeyesterday,999,,,,3,3,3,2,1,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,3,deictic,3,tomorrow,999,,,,5,,5,5,0,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,4,deictic,4,aftertomorrow,999,,,,5,5,5,6,1,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,4,today,,,,,,,4,4,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,5,yesterday,,,,,,,2,3,,,,tm
52,utls40,6/23/14,5/9/19,5,1781,4.879452055,4,english ,1,utls ,1,,calendar,,verbal,6,tomorrow,,,,,,,5,5,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,1,event,1,lastbday,0,14,-4.7,,,,2,1,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,1,event,2,dinner,0,14,-2.2,,,,3,3,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,1,event,3,nextbday,0,14,1.1,,,,4,4,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,1,event,4,breakfast,0,14,-6.5,,,,1,2,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,2,deictic,1,thismorning,0,14,-0.2,,,,3,2,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,2,deictic,2,tonight,0,14,-5.9,,,,1,3,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,2,deictic,3,tomorrow,0,14,0.5,,,,4,4,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,2,deictic,4,lastweek,0,14,-1.7,,,,2,1,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,3,deictic,1,last year,0,14,5.8,,,,4,1,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,3,deictic,2,yesterday,0,14,-6.6,,,,1,2,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,3,deictic,3,nextyear,0,14,0,,,,2,4,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,3,deictic,4,nextweek,0,14,2.5,,,,3,3,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,4,deictic,1,tomorrow,0,14,2.9,,,,4,3,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,4,deictic,2,yesterday,0,14,-5.5,,,,1,2,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,4,deictic,3,twoago,0,14,0.7,,,,3,1,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,1,timeline,4,deictic,4,twofromnow,0,14,-1.8,,,,2,4,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,1,daysofweek,,,,,,,7,7,4,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,1,deictic,1,yesterday,0,,,,5,3,3,3,1,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,2,deictic,2,tomorrow,0,,,,5,,5,5,0,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,3,deictic,3,beforeyesterday,0,,,,3,2,2,2,1,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,4,deictic,4,aftertomorrow,0,,,,6,,6,6,0,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,4,today,,,,,,,5,4,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,5,yesterday,,,,,,,7,3,,,,tm
53,utls39,2/2/14,5/9/19,5,1922,5.265753425,5,english ,1,utls ,2,,calendar,,verbal,6,tomorrow,,,,,,,5,5,,,,tm
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,1,event,1,breakfast,0,14,0,0,,,2,2,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,1,event,2,nextbday,0,14,3.2,-5,,,4,4,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,1,event,3,dinner,0,14,0.5,0.5,,,3,3,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,1,event,4,lastbday,0,14,-5.2,3.1,,,1,1,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,2,deictic,1,lastweek,0,14,-1.9,-1.3,,,1,1,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,2,deictic,2,tomorrow,0,14,0.2,0.1,,,4,4,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,2,deictic,3,tonight,0,14,0.1,0.1,,,3,3,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,2,deictic,4,thismorning,0,14,0,0,,,2,2,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,3,deictic,1,nextweek,0,14,-0.9,-0.8,,,2,3,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,3,deictic,2,nextyear,0,14,5.8,5.8,,,4,4,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,3,deictic,3,yesterday,0,14,-0.1,-0.1,,,3,2,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,3,deictic,4,last year,0,14,-3.8,-3.9,,,1,1,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,4,deictic,1,yesterday,0,14,-0.1,0.2,,,2,2,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,4,deictic,2,tomorrow,0,14,0.1,0.1,,,3,3,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,4,deictic,3,twofromnow,0,14,0.2,-0.1,,,4,4,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,1,timeline,4,deictic,4,twoago,0,14,-0.2,-0.2,,,1,1,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,1,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,1,deictic,1,yesterday,1,,,,6,3,3,3,1,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,2,deictic,2,beforeyesterday,1,,,,5,3,3,2,1,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,3,deictic,3,tomorrow,1,,,,3,3,3,5,1,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,4,deictic,4,aftertomorrow,1,,,,3,3,3,6,1,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,4,today,,,,,,,3,4,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,5,yesterday,,,,,,,5,3,,,1,ab
54,147915,12/1/12,6/13/19,5,2385,6.534246575,6,english ,1,Lab ,1,,calendar,,verbal,6,tomorrow,,,,,,,5,5,,,1,ab
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,1,event,1,breakfast,1,14,,,,,,2,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,1,event,2,nextbday,1,14,7,,,,4,4,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,1,event,3,dinner,1,14,-7,,,,1,3,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,1,event,4,lastbday,1,14,0,,,,2,1,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,2,deictic,1,lastweek,1,14,0.1,,,,3,1,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,2,deictic,2,tomorrow,1,14,7,,,,4,4,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,2,deictic,3,tonight,1,14,0,,,,1,3,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,2,deictic,4,thismorning,1,14,0.05,,,,2,2,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,3,deictic,1,nextweek,1,14,-0.1,,,,2,3,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,3,deictic,2,nextyear,1,14,7,,,,4,4,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,3,deictic,3,yesterday,1,14,0,,,,3,2,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,3,deictic,4,last year,1,14,-7,,,,1,1,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,4,deictic,1,yesterday,1,14,0,,,,2,2,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,4,deictic,2,tomorrow,1,14,0.2,,,,4,3,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,4,deictic,3,twofromnow,1,14,0.1,,,,3,4,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,1,timeline,4,deictic,4,twoago,1,14,-0.1,,,,1,1,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,1,deictic,1,yesterday,1,,,,3,,3,3,0,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,2,deictic,2,beforeyesterday,1,,,,3,3,3,2,1,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,3,deictic,3,tomorrow,1,,,,5,,5,5,0,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,4,deictic,4,aftertomorrow,1,,,,6,,6,6,0,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,4,today,,,,,,,5,5,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,5,yesterday,,,,,,,6,4,,,,cd
55,,6/13/14,6/14/19,6,1827,5.005479452,5,english ,1,HPM,1,,calendar,,verbal,6,tomorrow,,,,,,,6,6,,,,cd
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,1,event,1,breakfast,0,14,-0.5,,,,2,2,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,1,event,2,nextbday,0,14,0.3,,,,4,4,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,1,event,3,dinner,0,14,0.1,,,,3,3,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,1,event,4,lastbday,0,14,-3,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,2,deictic,1,lastweek,0,14,-1.5,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,2,deictic,2,tomorrow,0,14,0.5,,,,4,4,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,2,deictic,3,tonight,0,14,0,,,,3,3,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,2,deictic,4,thismorning,0,14,-0.4,,,,2,2,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,3,deictic,1,nextweek,0,14,1.1,,,,3,3,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,3,deictic,2,nextyear,0,14,4,,,,4,4,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,3,deictic,3,yesterday,0,14,-1.1,,,,3,2,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,3,deictic,4,last year,0,14,-3.4,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,4,deictic,1,yesterday,0,14,-0.4,,,,2,2,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,4,deictic,2,tomorrow,0,14,0.5,,,,3,3,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,4,deictic,3,twofromnow,0,14,1.3,,,,4,4,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,1,timeline,4,deictic,4,twoago,0,14,-1.6,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,1,deictic,1,yesterday,1,,,,3,,3,3,0,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,2,deictic,2,beforeyesterday,1,,,,2,,2,2,0,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,3,deictic,3,tomorrow,1,,,,5,,5,5,0,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,4,deictic,4,aftertomorrow,1,,,,6,,6,6,0,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,4,today,,,,,,,1,1,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,5,yesterday,,,,,,,7,7,,,,ab
56,147458,3/27/13,6/14/19,6,2270,6.219178082,6,english ,1,Lab,1,,calendar,,verbal,6,tomorrow,,,,,,,2,2,,,,ab
