subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,order,timelinefirst,task,linenum,itemtype,itemnum,item,linelength,distfrommid,rank,distfrommid_2,response1,response2,response,correctr,prompts,comments,exclude,experimenter,DaysOfWeek_Correct,Num_Prompts
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,2,deictic,1,lastweek,14,-6.6,,,,,1,1,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,2,deictic,2,tomorrow,14,-4.9,,,,,3,4,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,2,deictic,3,tonight,14,-0.5,,,,,4,3,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,2,deictic,4,thismorning,14,-5.4,,,,,2,2,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,3,deictic,1,nextweek,14,0,,,,,3,3,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,3,deictic,2,nextyear,14,-3.9,,,,,1,4,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,3,deictic,3,yesterday,14,1.2,,,,,3,2,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,3,deictic,4,last year,14,6.1,,,,,4,1,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,4,deictic,1,yesterday,14,-6.4,,,,,1,2,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,4,deictic,2,tomorrow,14,3.5,,,,,3,3,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,4,deictic,3,twofromnow,14,7,,,,,4,4,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,1,timeline,4,deictic,4,twoago,14,-2.2,,,,,2,1,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,,,ah,1,0
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,1,deictic,1,yesterday,,,,,3,,3,3,0,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,2,0,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,3,deictic,3,tomorrow,,,,,5,,5,5,0,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,6,0,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,4,today,,,,,,,999,7,,Forgot,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,5,yesterday,,,,,,,999,6,,Forgot,,ah,,
101,147777,41894,43751,7,1857,5.087671233,5,english,,1,,calendar,,verbal,6,tomorrow,,,,,,,999,1,,Forgot,,ah,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,1,event,1,lastbday,14,-1.5,,,,,2,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,1,event,2,dinner,14,-4.9,,,,,1,3,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,1,event,3,nextbday,14,-0.6,,,,,3,4,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,1,event,4,breakfast,14,0.6,,,,,4,2,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,2,deictic,1,thismorning,14,-4.9,,,,,1,2,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,2,deictic,2,tonight,14,5.4,,,,,2,3,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,2,deictic,3,tomorrow,14,6.4,,,,,3,4,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,2,deictic,4,lastweek,14,6.7,,,,,4,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,3,deictic,1,last year,14,6.6,,,,,3,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,3,deictic,2,yesterday,14,6.8,,,,,4,2,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,3,deictic,3,nextyear,14,6.3,,,,,2,4,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,3,deictic,4,nextweek,14,6.1,,,,,1,3,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,4,deictic,1,tomorrow,14,6.1,,,,,2,3,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,4,deictic,2,yesterday,14,6.3,,,,,3,2,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,4,deictic,3,twoago,14,6.8,,,,,4,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,2,,timeline,4,deictic,4,twofromnow,14,5.3,,,,,1,4,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,1,daysofweek,,,,,,,3,7,4,spanish,,vj,0,4
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,1,deictic,1,beforeyesterday,,,,,3,3,3,2,1,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,2,deictic,2,aftertomorrow,,,,,3,5,5,6,1,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,3,deictic,3,yesterday,,,,,3,,3,3,0,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,4,deictic,4,tomorrow,,,,,5,,5,5,0,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,4,today,,,,,,,6,1,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,5,yesterday,,,,,,,7,7,,spanish,,vj,,
102,136931,41922,43759,1,1837,5.032876712,5,english,0,4,,calendar,,verbal,6,tomorrow,,,,,,,6,2,,spanish,,vj,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,1,daysofweek,,,,,,,5,7,4,,,ch,0,2
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,1,deictic,1,beforeyesterday,,,,,3,3,3,2,1,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,2,deictic,2,aftertomorrow,,,,,5,5,5,6,1,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,3,deictic,3,yesterday,,,,,3,,3,3,0,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,4,deictic,4,tomorrow,,,,,5,,5,5,0,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,4,today,,,,,,,6,5,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,5,yesterday,,,,,,,6,4,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,4,,calendar,,verbal,6,tomorrow,,,,,,,2,6,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,1,event,1,breakfast,14,2,,,,,3,2,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,1,event,2,nextbday,14,-1.6,,,,,2,4,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,1,event,3,dinner,14,4.1,,,,,4,3,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,1,event,4,lastbday,14,-5.1,,,,,1,1,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,2,deictic,1,lastweek,14,5.6,,,,,4,1,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,2,deictic,2,tomorrow,14,3.8,,,,,3,4,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,2,deictic,3,tonight,14,1.5,,,,,2,3,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,2,deictic,4,thismorning,14,-1.7,,,,,1,2,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,3,deictic,1,nextweek,14,-1,,,,,3,3,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,3,deictic,2,nextyear,14,5.2,,,,,4,4,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,3,deictic,3,yesterday,14,-2.8,,,,,2,2,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,3,deictic,4,last year,14,-6,,,,,1,1,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,4,deictic,1,yesterday,14,-2.9,,,,,1,2,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,4,deictic,2,tomorrow,14,-1,,,,,3,3,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,4,deictic,3,twofromnow,14,0.7,,,,,4,4,,,,ch,,
103,149651,42137,43763,5,1626,4.454794521,4,english,1,1,0,timeline,4,deictic,4,twoago,14,-1.5,,,,,2,1,,,,ch,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,1,event,1,breakfast,14,-5.8,,,,,4,2,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,1,event,2,nextbday,14,-6.2,,,,,3,4,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,1,event,3,dinner,14,-6.4,,,,,2,3,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,1,event,4,lastbday,14,-6.6,,,,,1,1,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,2,deictic,1,lastweek,14,0.2,,,,,3,1,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,2,deictic,2,tomorrow,14,0,,,,,2,4,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,2,deictic,3,tonight,14,-6.6,,,,,1,3,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,2,deictic,4,thismorning,14,6.5,,,,,4,2,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,3,deictic,1,nextweek,14,-2.2,,,,,1,3,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,3,deictic,2,nextyear,14,1.2,,,,,3,4,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,3,deictic,3,yesterday,14,2.8,,,,,4,2,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,3,deictic,4,last year,14,0.1,,,,,2,1,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,4,deictic,1,yesterday,14,-1,,,,,3,2,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,4,deictic,2,tomorrow,14,-3,,,,,2,3,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,4,deictic,3,twofromnow,14,4.7,,,,,4,4,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,1,timeline,4,deictic,4,twoago,14,-4.9,,,,,1,1,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,1,daysofweek,,,,,,,1,7,6,,,vj,0,6
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,1,deictic,1,yesterday,,,,,5,3,3,3,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,2,deictic,2,beforeyesterday,,,,,5,3,3,2,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,3,deictic,3,tomorrow,,,,,3,5,5,5,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,4,deictic,4,aftertomorrow,,,,,5,5,5,6,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,2,aftertoday,,,,,1,,1,1,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,3,beforetoday,,,,,1,,1,2,,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,4,today,,,,,,,0,6,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,5,yesterday,,,,,,,0,5,1,,,vj,,
104,146707,42242,43764,6,1522,4.169863014,4,english,1,1,,calendar,,verbal,6,tomorrow,,,,,,,0,7,1,,,vj,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,,,pw,1,0
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,1,deictic,1,tomorrow,,,,,5,,5,5,0,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,2,0,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,3,deictic,3,aftertomorrow,,,,,6,,6,6,0,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,4,deictic,4,yesterday,,,,,3,,3,3,0,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,4,today,,,,,,,6,6,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,5,yesterday,,,,,,,5,5,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,3,,calendar,,verbal,6,tomorrow,,,,,,,7,7,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,1,event,1,breakfast,14,-6.3,,,,,2,2,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,1,event,2,nextbday,14,-0.9,,,,,4,4,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,1,event,3,dinner,14,-4.2,,,,,3,3,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,1,event,4,lastbday,14,-6.6,,,,,1,1,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,2,deictic,1,lastweek,14,-5.9,,,,,1,1,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,2,deictic,2,tomorrow,14,-0.8,,,,,3,4,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,2,deictic,3,tonight,14,-0.6,,,,,4,3,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,2,deictic,4,thismorning,14,-1,,,,,2,2,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,3,deictic,1,nextweek,14,0.7,,,,,3,3,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,3,deictic,2,nextyear,14,3.9,,,,,4,4,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,3,deictic,3,yesterday,14,-4.2,,,,,2,2,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,3,deictic,4,last year,14,-6.9,,,,,1,1,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,4,deictic,1,yesterday,14,-4.7,,,,,2,2,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,4,deictic,2,tomorrow,14,-0.1,,,,,3,3,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,4,deictic,3,twofromnow,14,6.9,,,,,4,4,,,,pw,,
105,146663,41638,43764,6,2126,5.824657534,5,english,1,1,0,timeline,4,deictic,4,twoago,14,-6.9,,,,,1,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,1,event,1,lastbday,14,-7,,,,,1,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,1,event,2,dinner,14,0,,,,,2,3,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,1,event,3,nextbday,14,7,,,,,4,4,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,1,event,4,breakfast,14,3.3,,,,,3,2,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,2,deictic,1,thismorning,14,0,,,,,2,2,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,2,deictic,2,tonight,14,0.5,,,,,3,3,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,2,deictic,3,tomorrow,14,-5.3,,,,,1,4,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,2,deictic,4,lastweek,14,3.1,,,,,4,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,3,deictic,1,last year,14,0,,,,,3,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,3,deictic,2,yesterday,14,7,,,,,4,2,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,3,deictic,3,nextyear,14,-1.5,,,,,2,4,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,3,deictic,4,nextweek,14,-5.8,,,,,1,3,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,4,deictic,1,tomorrow,14,6.7,,,,,4,3,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,4,deictic,2,yesterday,14,3.4,,,,,3,2,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,4,deictic,3,twoago,14,0,,,,,1,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,1,timeline,4,deictic,4,twofromnow,14,1.3,,,,,2,4,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,1,daysofweek,,,,,,,2,7,5,,,pw,0,3
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,1,deictic,1,yesterday,,,,,7,2,2,3,1,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,2,deictic,2,tomorrow,,,,,1,6,6,5,1,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,3,deictic,3,beforeyesterday,,,,,2,,2,2,0,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,4,deictic,4,aftertomorrow,,,,,5,6,6,6,1,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,4,today,,,,,,,1,6,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,5,yesterday,,,,,,,1,5,,,,pw,,
106,148367,42185,43764,6,1579,4.326027397,4,english,1,2,,calendar,,verbal,6,tomorrow,,,,,,,1,7,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,,,pw,1,0
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,1,deictic,1,beforeyesterday,,,,,6,2,2,2,1,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,2,deictic,2,aftertomorrow,,,,,6,,6,6,0,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,3,deictic,3,yesterday,,,,,5,3,3,3,1,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,4,deictic,4,tomorrow,,,,,3,5,5,5,1,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,2,aftertoday,,,,,,,,1,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,4,today,,,,,,,6,6,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,5,yesterday,,,,,,,5,5,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,4,,calendar,,verbal,6,tomorrow,,,,,,,7,7,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,1,event,1,breakfast,14,0,,,,,2,2,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,1,event,2,nextbday,14,1.3,,,,,3,4,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,1,event,3,dinner,14,2.9,,,,,4,3,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,1,event,4,lastbday,14,-1,,,,,1,1,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,2,deictic,1,lastweek,14,-4.7,,,,,1,1,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,2,deictic,2,tomorrow,14,-3.1,,,,,2,4,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,2,deictic,3,tonight,14,1.9,,,,,4,3,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,2,deictic,4,thismorning,14,-1.3,,,,,3,2,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,3,deictic,1,nextweek,14,1.8,,,,,3,3,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,3,deictic,2,nextyear,14,4.6,,,,,4,4,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,3,deictic,3,yesterday,14,-0.9,,,,,2,2,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,3,deictic,4,last year,14,-7,,,,,1,1,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,4,deictic,1,yesterday,14,-0.2,,,,,2,2,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,4,deictic,2,tomorrow,14,0.7,,,,,3,3,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,4,deictic,3,twofromnow,14,2.4,,,,,4,4,,,,pw,,
107,148481,41602,43764,6,2162,5.923287671,5,english,1,1,0,timeline,4,deictic,4,twoago,14,-2.5,,,,,1,1,,,,pw,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,1,event,1,lastbday,14,-2.4,,,,,2,1,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,1,event,2,dinner,14,-4.7,,,,,1,3,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,1,event,3,nextbday,14,0.7,,,,,3,4,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,1,event,4,breakfast,14,1.3,,,,,4,2,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,2,deictic,1,thismorning,14,-7,,,,,1,2,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,2,deictic,2,tonight,14,1.5,,,,,3,3,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,2,deictic,3,tomorrow,14,3.3,,,,,4,4,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,2,deictic,4,lastweek,14,0,,,,,2,1,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,3,deictic,1,last year,14,0.2,,,,,3,1,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,3,deictic,2,yesterday,14,-6.6,,,,,1,2,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,3,deictic,3,nextyear,14,7,,,,,4,4,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,3,deictic,4,nextweek,14,-4.3,,,,,2,3,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,4,deictic,1,tomorrow,14,-7,,,,,1,3,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,4,deictic,2,yesterday,14,0,,,,,2,2,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,4,deictic,3,twoago,14,7,,,,,4,1,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,1,timeline,4,deictic,4,twofromnow,14,2.4,,,,,3,4,,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,,,vj,1,0
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,,calendar,1,deictic,1,yesterday,,,,,3,,3,3,0,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,,calendar,2,deictic,2,tomorrow,,,,,5,,5,5,0,,,vj,,
108,136499,42012,43765,7,1753,4.802739726,4,english,1,2,,calendar,3,deictic,3,beforeyesterday,,,,,3,3,3,2,1,,,vj,,
