subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,site,order,timelinefirst,task,linenum,itemtype,itemnum,item,covered,linelength,distfrommid,response1,response2,response,correctr,prompts,comments,exclude
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,2,deictic,3,tonight,,14,0,,,2,3,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,2,deictic,4,thismorning,,14,6.8,,,3,2,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,3,deictic,1,nextweek,,14,0,,,1,3,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,3,deictic,2,nextyear,,14,6.6,,,3,4,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,3,deictic,3,yesterday,,14,6.8,,,4,2,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,3,deictic,4,last year,,14,0.1,,,2,1,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,4,deictic,1,yesterday,,14,7,,,3,2,,Pink color pencil used- spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,4,deictic,2,tomorrow,,14,0,,,2,3,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,4,deictic,3,twofromnow,,14,-0.2,,,1,4,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,1,,timeline,4,deictic,4,twoago,,14,6.9,,,4,1,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,1,daysofweek,,,,,,7,7,2,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,1,deictic,1,yesterday,,,,4,2,2,3,1,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,2,deictic,2,tomorrow,,,,6,6,6,5,1,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,3,deictic,3,beforeyesterday,,,,5,2,2,2,1,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,4,deictic,4,aftertomorrow,,,,2,6,6,6,1,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,2,aftertoday,,,,,,1,1,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,3,beforetoday,,,,,,2,2,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,4,today,,,,,,1,1,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,5,yesterday,,,,,,3,7,,spanish ,
70,137283,8/27/13,7/1/19,2,2134,5.846575342,6,english ,0,Lab,2,,calendar,,verbal,6,tomorrow,,,,,,4,2,,spanish ,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,1,event,1,lastbday,,14,0.2,,,4,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,1,event,2,dinner,,14,-0.1,,,2,3,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,1,event,3,nextbday,,14,-0.2,,,1,4,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,1,event,4,breakfast,,14,0,,,3,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,2,deictic,1,thismorning,,14,-0.2,,,1,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,2,deictic,2,tonight,,14,0.3,,,4,3,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,2,deictic,3,tomorrow,,14,-0.1,,,2,4,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,2,deictic,4,lastweek,,14,0,,,3,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,3,deictic,1,last year,,14,0,,,2,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,3,deictic,2,yesterday,,14,-0.1,,,1,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,3,deictic,3,nextyear,,14,0.1,,,4,4,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,3,deictic,4,nextweek,,14,0.2,,,3,3,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,4,deictic,1,tomorrow,,14,0,,,4,3,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,4,deictic,2,yesterday,,14,-0.2,,,3,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,4,deictic,3,twoago,,14,-0.3,,,2,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,2,,timeline,4,deictic,4,twofromnow,,14,-0.5,,,1,4,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,1,daysofweek,,,,,,7,7,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,1,deictic,1,tomorrow,,,,5,,5,5,0,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,2,deictic,2,beforeyesterday,,,,2,,2,2,0,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,3,deictic,3,aftertomorrow,,,,5,6,6,6,1,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,4,deictic,4,yesterday,,,,3,,3,3,0,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,3,beforetoday,,,,,,1,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,4,today,,,,,,2,2,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,5,yesterday,,,,,,1,1,,,
71,136675,8/8/13,7/2/19,3,2154,5.901369863,5,english ,1,Lab ,3,,calendar,,verbal,6,tomorrow,,,,,,3,3,,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,1,daysofweek,,,,,,7,7,6,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,1,deictic,1,tomorrow,,,,7,6,6,5,1,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,2,deictic,2,beforeyesterday,,,,5,2,2,2,1,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,3,deictic,3,aftertomorrow,,,,3,6,6,6,1,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,4,deictic,4,yesterday,,,,5,2,2,3,1,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,2,aftertoday,,,,,,2,1,,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,3,beforetoday,,,,,,1,2,,,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,4,today,,,,,,,2,,Weekend,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,5,yesterday,,,,,,,1,,Yesterday,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,3,,calendar,,verbal,6,tomorrow,,,,,,,3,,Waking up to the sun,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,1,event,1,lastbday,,14,0,,,,1,,2,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,1,event,2,dinner,,14,-0.8,,,,3,,1,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,1,event,3,nextbday,,14,1.5,,,,4,,3,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,1,event,4,breakfast,,14,2.6,,,,2,,4,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,2,deictic,1,thismorning,,14,0.5,,,,2,,1,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,2,deictic,2,tonight,,14,1.2,,,,3,,2,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,2,deictic,3,tomorrow,,14,2.6,,,,4,,4,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,2,deictic,4,lastweek,,14,2.8,,,,1,,3,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,3,deictic,1,last year,,14,-0.9,,,,1,,2,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,3,deictic,2,yesterday,,14,1.2,,,,2,,3,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,3,deictic,3,nextyear,,14,1.5,,,,4,,4,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,3,deictic,4,nextweek,,14,-1.2,,,,3,,1,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,4,deictic,1,tomorrow,,14,-0.9,,,,3,,1,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,4,deictic,2,yesterday,,14,-0.5,,,,2,,2,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,4,deictic,3,twoago,,14,0,,,,1,,3,
72,150322,6/24/15,7/9/19,3,1476,4.043835616,4,english ,1,Lab,2,,timeline,4,deictic,4,twofromnow,,14,5.2,,,,4,,4,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,1,daysofweek,,,,,,,7,1,7,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,1,deictic,1,yesterday,,,,3,,,3,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,2,deictic,2,beforeyesterday,,,,2,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,3,deictic,3,tomorrow,,,,5,,,5,,5,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,4,deictic,4,aftertomorrow,,,,6,,,6,,6,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,2,aftertoday,,,,,,,1,,1,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,3,beforetoday,,,,,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,4,today,,,,,,,3,,No response,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,5,yesterday,,,,,,,2,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,calendar,,verbal,6,tomorrow,,,,,,,4,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,1,event,1,breakfast,,14,-0.7,,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,1,event,2,nextbday,,14,5.4,,,,4,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,1,event,3,dinner,,14,6.8,,,,3,,4,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,1,event,4,lastbday,,14,-3.3,,,,1,,1,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,2,deictic,1,lastweek,,14,-5.4,,,,1,,1,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,2,deictic,2,tomorrow,,14,3.2,,,,4,,4,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,2,deictic,3,tonight,,14,0,,,,3,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,2,deictic,4,thismorning,,14,-4.5,,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,3,deictic,1,nextweek,,14,4.8,,,,3,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,3,deictic,2,nextyear,,14,6.8,,,,4,,4,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,3,deictic,3,yesterday,,14,-3.4,,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,3,deictic,4,last year,,14,-6.5,,,,1,,1,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,4,deictic,1,yesterday,,14,-2.6,,,,2,,2,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,4,deictic,2,tomorrow,,14,1.6,,,,3,,3,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,4,deictic,3,twofromnow,,14,4.2,,,,4,,4,
73, 146319,3/6/13,7/10/19,4,2317,6.347945205,6,english ,1,Lab,1,,timeline,4,deictic,4,twoago,,14,-6.1,,,,1,,1,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,1,daysofweek,,,,,,,7,7,0,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,1,deictic,1,yesterday,,,,6,2,,3,1,2,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,2,deictic,2,tomorrow,,,,1,6,,5,1,6,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,3,deictic,3,beforeyesterday,,,,2,,,2,0,2,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,4,deictic,4,aftertomorrow,,,,6,,,6,0,6,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,2,aftertoday,,,,,,,1,,2,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,3,beforetoday,,,,,,,2,,1,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,4,today,,,,,,,3,,Before you can go to school,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,5,yesterday,,,,,,,2,,Before you can go home,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,calendar,,verbal,6,tomorrow,,,,,,1,4,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,1,event,1,lastbday,,14,-6.8,,,2,1,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,1,event,2,dinner,,14,6.8,,,4,3,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,1,event,3,nextbday,,14,0,,,3,4,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,1,event,4,breakfast,,14,-6.9,,,1,2,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,2,deictic,1,thismorning,,14,-6.8,,,1,2,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,2,deictic,2,tonight,,14,0,,,2,3,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,2,deictic,3,tomorrow,,14,0.1,,,3,4,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,2,deictic,4,lastweek,,14,6.8,,,4,1,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,3,deictic,1,last year,,14,6.8,,,4,1,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,3,deictic,2,yesterday,,14,-6.9,,,1,2,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,3,deictic,3,nextyear,,14,0,,,3,4,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,3,deictic,4,nextweek,,14,-6.8,,,2,3,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,4,deictic,1,tomorrow,,14,-6.8,,,2,3,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,4,deictic,2,yesterday,,14,-6.9,,,1,2,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,4,deictic,3,twoago,,14,0,,,3,1,,,
74,149242,3/31/14,7/10/19,4,1927,5.279452055,5,english ,0,Lab,2,,timeline,4,deictic,4,twofromnow,,14,6.8,,,4,4,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,1,daysofweek,,,,,,7,7,5,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,1,deictic,1,yesterday,,,,7,3,3,3,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,2,deictic,2,beforeyesterday,,,,7,2,2,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,3,deictic,3,tomorrow,,,,5,,5,5,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,4,deictic,4,aftertomorrow,,,,1,6,6,6,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,2,aftertoday,,,,,,2,1,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,4,today,,,,,,,5,,I don’t know,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,5,yesterday,,,,,,1,4,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,1,,calendar,,verbal,6,tomorrow,,,,,,5,6,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,1,event,1,lastbday,,14,-2,,,1,1,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,1,event,2,dinner,,14,6.1,,,4,3,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,1,event,3,nextbday,,14,4.3,,,3,4,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,1,event,4,breakfast,,14,1.9,,,2,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,2,deictic,1,thismorning,,14,5.3,,,2,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,2,deictic,2,tonight,,14,6.8,,,4,3,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,2,deictic,3,tomorrow,,14,-2.6,,,1,4,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,2,deictic,4,lastweek,,14,6.7,,,3,1,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,3,deictic,1,last year,,14,6.8,,,4,1,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,3,deictic,2,yesterday,,14,2.7,,,2,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,3,deictic,3,nextyear,,14,2.9,,,1,4,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,3,deictic,4,nextweek,,14,4.5,,,3,3,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,4,deictic,1,tomorrow,,14,6.8,,,4,3,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,4,deictic,2,yesterday,,14,-2.4,,,1,2,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,4,deictic,3,twoago,,14,3.1,,,2,1,,,
75,136333,8/26/14,7/19/19,6,1788,4.898630137,4,english ,1,Lab,2,,timeline,4,deictic,4,twofromnow,,14,4.8,,,3,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,1,daysofweek,,,,,,6,7,1,Spanish,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,1,deictic,1,tomorrow,,,,7,6,6,5,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,2,deictic,2,beforeyesterday,,,,3,2,2,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,3,deictic,3,aftertomorrow,,,,1,6,6,6,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,4,deictic,4,yesterday,,,,1,3,3,3,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,2,aftertoday,,,,,,2,1,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,4,today,,,,,,5,5,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,5,yesterday,,,,,,4,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,3,,calendar,,verbal,6,tomorrow,,,,,,7,6,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,1,event,1,breakfast,,14,0,,,2,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,1,event,2,nextbday,,14,6.7,,,4,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,1,event,3,dinner,,14,6.8,,,3,3,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,1,event,4,lastbday,,14,-0.1,,,1,1,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,2,deictic,1,lastweek,,14,0,,,2,1,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,2,deictic,2,tomorrow,,14,6.8,,,4,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,2,deictic,3,tonight,,14,6.7,,,3,3,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,2,deictic,4,thismorning,,14,-6.9,,,1,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,3,deictic,1,nextweek,,14,0,,,3,3,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,3,deictic,2,nextyear,,14,6.9,,,4,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,3,deictic,3,yesterday,,14,-6.8,,,2,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,3,deictic,4,last year,,14,-6.9,,,1,1,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,4,deictic,1,yesterday,,14,-6.9,,,1,2,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,4,deictic,2,tomorrow,,14,0,,,2,3,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,4,deictic,3,twofromnow,,14,6.9,,,4,4,,,
76, 146493,5/23/13,7/19/19,6,2248,6.15890411,6,english ,0,Lab,1,,timeline,4,deictic,4,twoago,,14,0.2,,,3,1,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,1,daysofweek,,,,,,7,7,1,Dinka,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,1,deictic,1,yesterday,,,,3,,3,3,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,2,deictic,2,tomorrow,,,,5,,5,5,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,3,deictic,3,beforeyesterday,,,,2,,2,2,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,4,deictic,4,aftertomorrow,,,,6,,6,6,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,2,aftertoday,,,,,,2,1,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,3,beforetoday,,,,,,1,2,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,4,today,,,,,,2,6,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,5,yesterday,,,,,,6,5,,,
77,147410,1/24/13,7/20/19,7,2368,6.487671233,6,english ,0,Lab,2,,calendar,,verbal,6,tomorrow,,,,,,7,7,,,
