"","X","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid_2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"5599",5599,"68",5,6.893150685,"6","english",1,1,"timeline",1,"event",1,"breakfast",14,2.6,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5600",5600,"68",5,6.893150685,"6","english",1,1,"timeline",1,"event",2,"nextbday",14,3.5,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5601",5601,"68",5,6.893150685,"6","english",1,1,"timeline",1,"event",3,"dinner",14,5.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5602",5602,"68",5,6.893150685,"6","english",1,1,"timeline",1,"event",4,"lastbday",14,-4.4,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5603",5603,"68",5,6.893150685,"6","english",1,1,"timeline",2,"deictic",1,"lastweek",14,-3.2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5604",5604,"68",5,6.893150685,"6","english",1,1,"timeline",2,"deictic",2,"tomorrow",14,1.7,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5605",5605,"68",5,6.893150685,"6","english",1,1,"timeline",2,"deictic",3,"tonight",14,1.3,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5606",5606,"68",5,6.893150685,"6","english",1,1,"timeline",2,"deictic",4,"thismorning",14,-1.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5607",5607,"68",5,6.893150685,"6","english",1,1,"timeline",3,"deictic",1,"nextweek",14,4.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5608",5608,"68",5,6.893150685,"6","english",1,1,"timeline",3,"deictic",2,"nextyear",14,6.7,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5609",5609,"68",5,6.893150685,"6","english",1,1,"timeline",3,"deictic",3,"yesterday",14,-1.7,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5610",5610,"68",5,6.893150685,"6","english",1,1,"timeline",3,"deictic",4,"lastyear",14,-3.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5611",5611,"68",5,6.893150685,"6","english",1,1,"timeline",4,"deictic",1,"yesterday",14,-3.2,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5612",5612,"68",5,6.893150685,"6","english",1,1,"timeline",4,"deictic",2,"tomorrow",14,3,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5613",5613,"68",5,6.893150685,"6","english",1,1,"timeline",4,"deictic",3,"aftertomorrow",14,5.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5614",5614,"68",5,6.893150685,"6","english",1,1,"timeline",4,"deictic",4,"beforeyesterday",14,-6.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5615",5615,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,NA,0,1,"0",7,1,0,0,1,0,0,0,1,NA,NA
"5616",5616,"68",5,6.893150685,"6","english",2,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5617",5617,"68",5,6.893150685,"6","english",2,NA,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5618",5618,"68",5,6.893150685,"6","english",2,NA,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,3,2,2,2,1,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5619",5619,"68",5,6.893150685,"6","english",2,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5620",5620,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"5621",5621,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5622",5622,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,6,6,NA,0,NA,NA,5,0,-1,1,1,0,0,0,1,NA,NA
"5623",5623,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,5,5,NA,0,NA,NA,4,0,-1,1,1,0,0,0,1,NA,NA
"5624",5624,"68",5,6.893150685,"6","english",2,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,7,7,NA,0,NA,NA,6,0,-1,1,1,0,1,1,0,NA,NA
"5625",5625,"69",5,6.273972603,"6","english",2,1,"timeline",1,"event",1,"lastbday",14,-3.6,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5626",5626,"69",5,6.273972603,"6","english",2,1,"timeline",1,"event",2,"dinner",14,-0.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5627",5627,"69",5,6.273972603,"6","english",2,1,"timeline",1,"event",3,"nextbday",14,1.9,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5628",5628,"69",5,6.273972603,"6","english",2,1,"timeline",1,"event",4,"breakfast",14,-2.7,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5629",5629,"69",5,6.273972603,"6","english",2,1,"timeline",2,"deictic",1,"thismorning",14,-1.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5630",5630,"69",5,6.273972603,"6","english",2,1,"timeline",2,"deictic",2,"tonight",14,-0.6,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5631",5631,"69",5,6.273972603,"6","english",2,1,"timeline",2,"deictic",3,"tomorrow",14,1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5632",5632,"69",5,6.273972603,"6","english",2,1,"timeline",2,"deictic",4,"lastweek",14,-3.7,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5633",5633,"69",5,6.273972603,"6","english",2,1,"timeline",3,"deictic",1,"lastyear",14,-3.2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5634",5634,"69",5,6.273972603,"6","english",2,1,"timeline",3,"deictic",2,"yesterday",14,-2.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5635",5635,"69",5,6.273972603,"6","english",2,1,"timeline",3,"deictic",3,"nextyear",14,2.3,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5636",5636,"69",5,6.273972603,"6","english",2,1,"timeline",3,"deictic",4,"nextweek",14,12,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5637",5637,"69",5,6.273972603,"6","english",2,1,"timeline",4,"deictic",1,"tomorrow",14,1.5,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5638",5638,"69",5,6.273972603,"6","english",2,1,"timeline",4,"deictic",2,"yesterday",14,-1.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5639",5639,"69",5,6.273972603,"6","english",2,1,"timeline",4,"deictic",3,"beforeyesterday",14,-3.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5640",5640,"69",5,6.273972603,"6","english",2,1,"timeline",4,"deictic",4,"aftertomorrow",14,3.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5641",5641,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,NA,0,1,"0",7,1,0,0,1,0,0,0,1,NA,NA
"5642",5642,"69",5,6.273972603,"6","english",4,NA,"calendar",1,"deictic",1,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5643",5643,"69",5,6.273972603,"6","english",4,NA,"calendar",2,"deictic",2,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5644",5644,"69",5,6.273972603,"6","english",4,NA,"calendar",3,"deictic",3,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5645",5645,"69",5,6.273972603,"6","english",4,NA,"calendar",4,"deictic",4,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5646",5646,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"5647",5647,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5648",5648,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,6,6,NA,0,NA,NA,5,0,-1,1,1,0,0,0,1,NA,NA
"5649",5649,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,5,5,NA,0,NA,NA,4,0,-1,1,1,0,0,0,1,NA,NA
"5650",5650,"69",5,6.273972603,"6","english",4,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,7,7,NA,0,NA,NA,6,0,-1,1,1,0,1,1,0,NA,NA
"5651",5651,"70",7,5.846575342,"6","english",1,1,"timeline",1,"event",1,"breakfast",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5652",5652,"70",7,5.846575342,"6","english",1,1,"timeline",1,"event",2,"nextbday",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5653",5653,"70",7,5.846575342,"6","english",1,1,"timeline",1,"event",3,"dinner",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5654",5654,"70",7,5.846575342,"6","english",1,1,"timeline",1,"event",4,"lastbday",14,-7,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5655",5655,"70",7,5.846575342,"6","english",1,1,"timeline",2,"deictic",1,"lastweek",14,7,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5656",5656,"70",7,5.846575342,"6","english",1,1,"timeline",2,"deictic",2,"tomorrow",14,0.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5657",5657,"70",7,5.846575342,"6","english",1,1,"timeline",2,"deictic",3,"tonight",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5658",5658,"70",7,5.846575342,"6","english",1,1,"timeline",2,"deictic",4,"thismorning",14,6.8,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5659",5659,"70",7,5.846575342,"6","english",1,1,"timeline",3,"deictic",1,"nextweek",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5660",5660,"70",7,5.846575342,"6","english",1,1,"timeline",3,"deictic",2,"nextyear",14,6.6,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5661",5661,"70",7,5.846575342,"6","english",1,1,"timeline",3,"deictic",3,"yesterday",14,6.8,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5662",5662,"70",7,5.846575342,"6","english",1,1,"timeline",3,"deictic",4,"lastyear",14,0.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5663",5663,"70",7,5.846575342,"6","english",1,1,"timeline",4,"deictic",1,"yesterday",14,7,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5664",5664,"70",7,5.846575342,"6","english",1,1,"timeline",4,"deictic",2,"tomorrow",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5665",5665,"70",7,5.846575342,"6","english",1,1,"timeline",4,"deictic",3,"aftertomorrow",14,-0.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5666",5666,"70",7,5.846575342,"6","english",1,1,"timeline",4,"deictic",4,"beforeyesterday",14,6.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5667",5667,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,2,0,0,"2",7,1,0,0,1,0,0,0,1,NA,NA
"5668",5668,"70",7,5.846575342,"6","english",2,1,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,4,2,2,3,1,0,NA,NA,3,0,1,1,0,0,0,1,1,2,0
"5669",5669,"70",7,5.846575342,"6","english",2,1,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,6,6,6,5,1,0,NA,NA,5,0,-1,1,1,1,1,1,1,2,0
"5670",5670,"70",7,5.846575342,"6","english",2,1,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,5,2,2,2,1,0,NA,NA,2,1,0,0,0,1,0,1,0,2,1
"5671",5671,"70",7,5.846575342,"6","english",2,1,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,2,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,1
"5672",5672,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"5673",5673,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5674",5674,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,7,0,6,6,0,0,0,1,1,NA,NA
"5675",5675,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,3,7,NA,0,NA,NA,6,0,3,3,0,0,0,1,1,NA,NA
"5676",5676,"70",7,5.846575342,"6","english",2,1,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,4,2,NA,0,NA,NA,1,0,-3,3,0,0,1,0,0,NA,NA
"5677",5677,"71",1,5.901369863,"5","english",2,1,"timeline",1,"event",1,"lastbday",14,0.2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5678",5678,"71",1,5.901369863,"5","english",2,1,"timeline",1,"event",2,"dinner",14,-0.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5679",5679,"71",1,5.901369863,"5","english",2,1,"timeline",1,"event",3,"nextbday",14,-0.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5680",5680,"71",1,5.901369863,"5","english",2,1,"timeline",1,"event",4,"breakfast",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5681",5681,"71",1,5.901369863,"5","english",2,1,"timeline",2,"deictic",1,"thismorning",14,-0.2,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5682",5682,"71",1,5.901369863,"5","english",2,1,"timeline",2,"deictic",2,"tonight",14,0.3,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5683",5683,"71",1,5.901369863,"5","english",2,1,"timeline",2,"deictic",3,"tomorrow",14,-0.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5684",5684,"71",1,5.901369863,"5","english",2,1,"timeline",2,"deictic",4,"lastweek",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5685",5685,"71",1,5.901369863,"5","english",2,1,"timeline",3,"deictic",1,"lastyear",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5686",5686,"71",1,5.901369863,"5","english",2,1,"timeline",3,"deictic",2,"yesterday",14,-0.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5687",5687,"71",1,5.901369863,"5","english",2,1,"timeline",3,"deictic",3,"nextyear",14,0.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5688",5688,"71",1,5.901369863,"5","english",2,1,"timeline",3,"deictic",4,"nextweek",14,0.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5689",5689,"71",1,5.901369863,"5","english",2,1,"timeline",4,"deictic",1,"tomorrow",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5690",5690,"71",1,5.901369863,"5","english",2,1,"timeline",4,"deictic",2,"yesterday",14,-0.2,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5691",5691,"71",1,5.901369863,"5","english",2,1,"timeline",4,"deictic",3,"beforeyesterday",14,-0.3,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5692",5692,"71",1,5.901369863,"5","english",2,1,"timeline",4,"deictic",4,"aftertomorrow",14,-0.5,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5693",5693,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,NA,0,1,"0",7,1,0,0,1,0,0,0,1,NA,NA
"5694",5694,"71",1,5.901369863,"5","english",3,NA,"calendar",1,"deictic",1,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5695",5695,"71",1,5.901369863,"5","english",3,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5696",5696,"71",1,5.901369863,"5","english",3,NA,"calendar",3,"deictic",3,"aftertomorrow",NA,NA,NA,5,6,6,6,1,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5697",5697,"71",1,5.901369863,"5","english",3,NA,"calendar",4,"deictic",4,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5698",5698,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"5699",5699,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"5700",5700,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"5701",5701,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,7,0,6,6,0,0,0,1,1,NA,NA
"5702",5702,"71",1,5.901369863,"5","english",3,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,3,3,NA,0,NA,NA,2,0,-1,1,0,0,1,0,0,NA,NA
"5703",5703,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,6,0,0,"6",7,1,0,0,1,0,0,0,1,NA,NA
"5704",5704,"72",1,4.043835616,"4","english",3,NA,"calendar",1,"deictic",1,"tomorrow",NA,NA,NA,7,6,6,5,1,0,NA,NA,5,0,-1,1,1,1,1,1,1,2,0
"5705",5705,"72",1,4.043835616,"4","english",3,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,5,2,2,2,1,0,NA,NA,2,1,0,0,0,1,0,1,0,2,1
"5706",5706,"72",1,4.043835616,"4","english",3,NA,"calendar",3,"deictic",3,"aftertomorrow",NA,NA,NA,3,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,1
"5707",5707,"72",1,4.043835616,"4","english",3,NA,"calendar",4,"deictic",4,"yesterday",NA,NA,NA,5,2,2,3,1,0,NA,NA,3,0,1,1,0,1,0,1,0,2,0
"5708",5708,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"5709",5709,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"5710",5710,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5711",5711,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"5712",5712,"72",1,4.043835616,"4","english",3,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"5713",5713,"72",1,4.043835616,"4","english",2,0,"timeline",1,"event",1,"lastbday",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5714",5714,"72",1,4.043835616,"4","english",2,0,"timeline",1,"event",2,"dinner",14,-0.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5715",5715,"72",1,4.043835616,"4","english",2,0,"timeline",1,"event",3,"nextbday",14,1.5,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5716",5716,"72",1,4.043835616,"4","english",2,0,"timeline",1,"event",4,"breakfast",14,2.6,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5717",5717,"72",1,4.043835616,"4","english",2,0,"timeline",2,"deictic",1,"thismorning",14,0.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5718",5718,"72",1,4.043835616,"4","english",2,0,"timeline",2,"deictic",2,"tonight",14,1.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5719",5719,"72",1,4.043835616,"4","english",2,0,"timeline",2,"deictic",3,"tomorrow",14,2.6,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5720",5720,"72",1,4.043835616,"4","english",2,0,"timeline",2,"deictic",4,"lastweek",14,2.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5721",5721,"72",1,4.043835616,"4","english",2,0,"timeline",3,"deictic",1,"lastyear",14,-0.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5722",5722,"72",1,4.043835616,"4","english",2,0,"timeline",3,"deictic",2,"yesterday",14,1.2,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5723",5723,"72",1,4.043835616,"4","english",2,0,"timeline",3,"deictic",3,"nextyear",14,1.5,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5724",5724,"72",1,4.043835616,"4","english",2,0,"timeline",3,"deictic",4,"nextweek",14,-1.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5725",5725,"72",1,4.043835616,"4","english",2,0,"timeline",4,"deictic",1,"tomorrow",14,-0.9,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5726",5726,"72",1,4.043835616,"4","english",2,0,"timeline",4,"deictic",2,"yesterday",14,-0.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5727",5727,"72",1,4.043835616,"4","english",2,0,"timeline",4,"deictic",3,"beforeyesterday",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5728",5728,"72",1,4.043835616,"4","english",2,0,"timeline",4,"deictic",4,"aftertomorrow",14,5.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5729",5729,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,1,0,0,"1",7,1,0,0,1,0,0,0,1,NA,NA
"5730",5730,"73",2,6.347945205,"6","english",1,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5731",5731,"73",2,6.347945205,"6","english",1,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
